identity,species,experiment_split,image_count
BelugaID_whale045,whale,test,1
BelugaID_whale045,whale,train,22
BelugaID_whale045,whale,validation,2
BelugaID_whale046,whale,train,2
BelugaID_whale047,whale,test,5
BelugaID_whale047,whale,train,15
BelugaID_whale047,whale,validation,1
BelugaID_whale048,whale,train,2
BelugaID_whale049,whale,train,27
BelugaID_whale049,whale,validation,7
BelugaID_whale050,whale,test,27
BelugaID_whale050,whale,train,16
BelugaID_whale050,whale,validation,1
BelugaID_whale051,whale,train,2
BelugaID_whale052,whale,train,3
BelugaID_whale053,whale,test,6
BelugaID_whale053,whale,train,39
BelugaID_whale053,whale,validation,5
BelugaID_whale054,whale,train,3
BelugaID_whale054,whale,validation,1
BelugaID_whale055,whale,test,1
BelugaID_whale055,whale,train,26
BelugaID_whale055,whale,validation,5
BelugaID_whale056,whale,test,11
BelugaID_whale056,whale,train,12
BelugaID_whale056,whale,validation,2
BelugaID_whale057,whale,test,4
BelugaID_whale057,whale,train,7
BelugaID_whale057,whale,validation,1
BelugaID_whale058,whale,train,5
BelugaID_whale058,whale,validation,1
BelugaID_whale059,whale,test,4
BelugaID_whale059,whale,train,41
BelugaID_whale059,whale,validation,7
BelugaID_whale060,whale,train,17
BelugaID_whale060,whale,validation,2
BelugaID_whale061,whale,test,1
BelugaID_whale061,whale,train,14
BelugaID_whale061,whale,validation,3
BelugaID_whale062,whale,test,30
BelugaID_whale062,whale,train,59
BelugaID_whale062,whale,validation,9
BelugaID_whale063,whale,test,1
BelugaID_whale063,whale,train,3
BelugaID_whale064,whale,test,4
BelugaID_whale064,whale,train,16
BelugaID_whale064,whale,validation,3
BelugaID_whale065,whale,test,2
BelugaID_whale065,whale,train,8
BelugaID_whale065,whale,validation,3
BelugaID_whale066,whale,test,40
BelugaID_whale066,whale,train,55
BelugaID_whale066,whale,validation,11
BelugaID_whale067,whale,test,66
BelugaID_whale068,whale,test,3
BelugaID_whale068,whale,train,3
BelugaID_whale068,whale,validation,1
BelugaID_whale069,whale,test,1
BelugaID_whale069,whale,train,26
BelugaID_whale069,whale,validation,5
BelugaID_whale070,whale,test,2
BelugaID_whale070,whale,train,17
BelugaID_whale070,whale,validation,1
BelugaID_whale071,whale,test,2
BelugaID_whale071,whale,train,16
BelugaID_whale071,whale,validation,1
BelugaID_whale072,whale,test,1
BelugaID_whale072,whale,train,25
BelugaID_whale072,whale,validation,5
BelugaID_whale073,whale,test,2
BelugaID_whale073,whale,train,55
BelugaID_whale073,whale,validation,9
BelugaID_whale074,whale,train,14
BelugaID_whale074,whale,validation,4
BelugaID_whale075,whale,test,25
BelugaID_whale075,whale,train,26
BelugaID_whale075,whale,validation,5
BelugaID_whale076,whale,train,3
BelugaID_whale077,whale,test,1
BelugaID_whale077,whale,train,58
BelugaID_whale077,whale,validation,10
BelugaID_whale078,whale,test,2
BelugaID_whale078,whale,train,2
BelugaID_whale078,whale,validation,1
BelugaID_whale079,whale,train,2
BelugaID_whale079,whale,validation,1
BelugaID_whale080,whale,test,1
BelugaID_whale080,whale,train,14
BelugaID_whale081,whale,test,2
BelugaID_whale081,whale,train,12
BelugaID_whale082,whale,test,5
BelugaID_whale082,whale,train,65
BelugaID_whale082,whale,validation,12
BelugaID_whale083,whale,train,3
BelugaID_whale084,whale,train,21
BelugaID_whale084,whale,validation,4
BelugaID_whale085,whale,train,6
BelugaID_whale085,whale,validation,2
BelugaID_whale086,whale,train,10
BelugaID_whale086,whale,validation,2
BelugaID_whale087,whale,test,17
BelugaID_whale087,whale,train,16
BelugaID_whale087,whale,validation,2
BelugaID_whale088,whale,test,17
BelugaID_whale089,whale,test,14
BelugaID_whale090,whale,test,1
BelugaID_whale090,whale,train,3
BelugaID_whale091,whale,test,3
BelugaID_whale091,whale,train,21
BelugaID_whale091,whale,validation,7
BelugaID_whale092,whale,train,11
BelugaID_whale092,whale,validation,2
BelugaID_whale093,whale,test,26
BelugaID_whale093,whale,train,85
BelugaID_whale093,whale,validation,17
BelugaID_whale094,whale,test,1
BelugaID_whale094,whale,train,2
BelugaID_whale094,whale,validation,1
BelugaID_whale095,whale,train,6
BelugaID_whale095,whale,validation,2
BelugaID_whale096,whale,train,21
BelugaID_whale096,whale,validation,1
BelugaID_whale097,whale,test,1
BelugaID_whale097,whale,train,21
BelugaID_whale097,whale,validation,3
BelugaID_whale098,whale,test,3
BelugaID_whale098,whale,train,26
BelugaID_whale098,whale,validation,4
BelugaID_whale099,whale,test,3
BelugaID_whale099,whale,train,5
BelugaID_whale099,whale,validation,1
BelugaID_whale100,whale,test,1
BelugaID_whale100,whale,train,6
BelugaID_whale100,whale,validation,1
BelugaID_whale101,whale,test,1
BelugaID_whale101,whale,train,6
BelugaID_whale102,whale,test,4
BelugaID_whale102,whale,train,3
BelugaID_whale103,whale,train,14
BelugaID_whale104,whale,train,4
BelugaID_whale104,whale,validation,1
BelugaID_whale105,whale,test,1
BelugaID_whale105,whale,train,7
BelugaID_whale106,whale,test,3
BelugaID_whale106,whale,train,6
BelugaID_whale106,whale,validation,1
BelugaID_whale107,whale,test,1
BelugaID_whale107,whale,train,31
BelugaID_whale107,whale,validation,6
BelugaID_whale108,whale,test,4
BelugaID_whale108,whale,train,37
BelugaID_whale108,whale,validation,6
BelugaID_whale109,whale,test,3
BelugaID_whale109,whale,train,22
BelugaID_whale109,whale,validation,2
BelugaID_whale110,whale,test,5
BelugaID_whale110,whale,train,41
BelugaID_whale110,whale,validation,7
BelugaID_whale111,whale,train,13
BelugaID_whale111,whale,validation,2
BelugaID_whale112,whale,test,2
BelugaID_whale112,whale,train,38
BelugaID_whale112,whale,validation,9
BelugaID_whale113,whale,test,1
BelugaID_whale113,whale,train,35
BelugaID_whale113,whale,validation,2
BelugaID_whale114,whale,train,2
BelugaID_whale114,whale,validation,1
BelugaID_whale115,whale,test,1
BelugaID_whale115,whale,train,50
BelugaID_whale115,whale,validation,6
BelugaID_whale116,whale,test,1
BelugaID_whale116,whale,train,20
BelugaID_whale116,whale,validation,1
BelugaID_whale117,whale,train,2
BelugaID_whale117,whale,validation,2
BelugaID_whale118,whale,test,7
BelugaID_whale118,whale,train,39
BelugaID_whale118,whale,validation,2
BelugaID_whale119,whale,train,3
BelugaID_whale119,whale,validation,2
BelugaID_whale120,whale,test,9
BelugaID_whale120,whale,train,6
BelugaID_whale121,whale,test,2
BelugaID_whale121,whale,train,9
BelugaID_whale121,whale,validation,6
BelugaID_whale122,whale,test,12
BelugaID_whale122,whale,train,8
BelugaID_whale122,whale,validation,4
BelugaID_whale123,whale,train,3
BelugaID_whale124,whale,test,2
BelugaID_whale124,whale,train,3
BelugaID_whale125,whale,train,25
BelugaID_whale126,whale,test,1
BelugaID_whale126,whale,train,31
BelugaID_whale126,whale,validation,6
BelugaID_whale127,whale,test,2
BelugaID_whale127,whale,train,8
BelugaID_whale127,whale,validation,2
BelugaID_whale128,whale,train,4
BelugaID_whale129,whale,test,3
BelugaID_whale129,whale,train,3
BelugaID_whale130,whale,test,1
BelugaID_whale130,whale,train,13
BelugaID_whale130,whale,validation,1
BelugaID_whale131,whale,train,16
BelugaID_whale131,whale,validation,2
BelugaID_whale132,whale,test,10
BelugaID_whale132,whale,train,3
BelugaID_whale132,whale,validation,1
BelugaID_whale133,whale,test,13
BelugaID_whale133,whale,train,27
BelugaID_whale133,whale,validation,4
BelugaID_whale134,whale,train,4
BelugaID_whale135,whale,train,6
BelugaID_whale135,whale,validation,2
BelugaID_whale136,whale,test,1
BelugaID_whale136,whale,train,32
BelugaID_whale136,whale,validation,8
BelugaID_whale137,whale,train,2
BelugaID_whale137,whale,validation,1
BelugaID_whale138,whale,train,6
BelugaID_whale138,whale,validation,2
BelugaID_whale139,whale,train,4
BelugaID_whale139,whale,validation,1
BelugaID_whale140,whale,train,5
BelugaID_whale140,whale,validation,1
BelugaID_whale141,whale,test,2
BelugaID_whale141,whale,train,9
BelugaID_whale141,whale,validation,1
BelugaID_whale142,whale,test,3
BelugaID_whale142,whale,train,19
BelugaID_whale142,whale,validation,5
BelugaID_whale143,whale,test,2
BelugaID_whale143,whale,train,43
BelugaID_whale143,whale,validation,6
BelugaID_whale144,whale,test,6
BelugaID_whale144,whale,train,1
BelugaID_whale145,whale,test,7
BelugaID_whale145,whale,train,13
BelugaID_whale146,whale,test,1
BelugaID_whale146,whale,train,9
BelugaID_whale146,whale,validation,5
BelugaID_whale147,whale,test,2
BelugaID_whale147,whale,train,9
BelugaID_whale148,whale,test,13
BelugaID_whale148,whale,train,18
BelugaID_whale148,whale,validation,1
BelugaID_whale149,whale,train,2
BelugaID_whale149,whale,validation,1
BelugaID_whale150,whale,train,2
BelugaID_whale151,whale,train,4
BelugaID_whale152,whale,test,4
BelugaID_whale152,whale,train,37
BelugaID_whale152,whale,validation,5
BelugaID_whale153,whale,test,2
BelugaID_whale153,whale,train,28
BelugaID_whale153,whale,validation,9
BelugaID_whale154,whale,train,1
BelugaID_whale154,whale,validation,2
BelugaID_whale155,whale,test,8
BelugaID_whale155,whale,train,51
BelugaID_whale155,whale,validation,6
BelugaID_whale156,whale,train,4
BelugaID_whale157,whale,test,12
BelugaID_whale157,whale,train,15
BelugaID_whale157,whale,validation,7
BelugaID_whale158,whale,test,1
BelugaID_whale158,whale,train,6
BelugaID_whale158,whale,validation,2
BelugaID_whale159,whale,test,1
BelugaID_whale159,whale,train,17
BelugaID_whale159,whale,validation,2
BelugaID_whale160,whale,train,3
BelugaID_whale161,whale,test,2
BelugaID_whale161,whale,train,8
BelugaID_whale161,whale,validation,3
BelugaID_whale162,whale,test,2
BelugaID_whale162,whale,train,22
BelugaID_whale162,whale,validation,3
BelugaID_whale163,whale,train,10
BelugaID_whale163,whale,validation,1
BelugaID_whale164,whale,train,3
BelugaID_whale165,whale,test,2
BelugaID_whale165,whale,train,2
BelugaID_whale165,whale,validation,1
BelugaID_whale166,whale,train,7
BelugaID_whale166,whale,validation,1
BelugaID_whale167,whale,test,1
BelugaID_whale167,whale,train,13
BelugaID_whale167,whale,validation,2
BelugaID_whale168,whale,test,4
BelugaID_whale168,whale,train,5
BelugaID_whale168,whale,validation,1
BelugaID_whale169,whale,test,13
BelugaID_whale169,whale,train,24
BelugaID_whale169,whale,validation,4
BelugaID_whale170,whale,test,1
BelugaID_whale170,whale,train,13
BelugaID_whale170,whale,validation,2
BelugaID_whale171,whale,test,1
BelugaID_whale171,whale,train,8
BelugaID_whale172,whale,train,3
BelugaID_whale173,whale,test,1
BelugaID_whale173,whale,train,11
BelugaID_whale173,whale,validation,1
BelugaID_whale174,whale,test,1
BelugaID_whale174,whale,train,23
BelugaID_whale174,whale,validation,4
BelugaID_whale175,whale,test,4
BelugaID_whale175,whale,train,14
BelugaID_whale175,whale,validation,2
BelugaID_whale176,whale,test,2
BelugaID_whale176,whale,train,9
BelugaID_whale176,whale,validation,1
BelugaID_whale177,whale,train,3
BelugaID_whale178,whale,train,3
BelugaID_whale178,whale,validation,1
BelugaID_whale179,whale,test,1
BelugaID_whale179,whale,train,5
BelugaID_whale179,whale,validation,1
BelugaID_whale180,whale,test,4
BelugaID_whale181,whale,train,5
BelugaID_whale182,whale,test,4
BelugaID_whale182,whale,train,3
BelugaID_whale183,whale,test,1
BelugaID_whale183,whale,train,9
BelugaID_whale183,whale,validation,3
BelugaID_whale184,whale,train,3
BelugaID_whale185,whale,test,1
BelugaID_whale185,whale,train,3
BelugaID_whale185,whale,validation,1
BelugaID_whale186,whale,test,1
BelugaID_whale186,whale,train,23
BelugaID_whale186,whale,validation,1
BelugaID_whale187,whale,test,1
BelugaID_whale187,whale,train,2
BelugaID_whale187,whale,validation,1
BelugaID_whale188,whale,train,7
BelugaID_whale188,whale,validation,2
BelugaID_whale189,whale,test,1
BelugaID_whale189,whale,train,65
BelugaID_whale189,whale,validation,16
BelugaID_whale190,whale,train,3
BelugaID_whale190,whale,validation,1
BelugaID_whale191,whale,test,4
BelugaID_whale191,whale,train,1
BelugaID_whale191,whale,validation,1
BelugaID_whale192,whale,train,5
BelugaID_whale193,whale,test,17
BelugaID_whale193,whale,train,5
BelugaID_whale193,whale,validation,2
BelugaID_whale194,whale,test,2
BelugaID_whale194,whale,train,23
BelugaID_whale194,whale,validation,5
BelugaID_whale195,whale,test,13
BelugaID_whale195,whale,train,15
BelugaID_whale195,whale,validation,5
BelugaID_whale196,whale,test,1
BelugaID_whale196,whale,train,9
BelugaID_whale196,whale,validation,2
BelugaID_whale197,whale,test,5
BelugaID_whale197,whale,train,15
BelugaID_whale197,whale,validation,5
BelugaID_whale198,whale,train,14
BelugaID_whale198,whale,validation,2
BelugaID_whale199,whale,train,6
BelugaID_whale200,whale,test,2
BelugaID_whale200,whale,train,7
BelugaID_whale200,whale,validation,1
BelugaID_whale201,whale,test,1
BelugaID_whale201,whale,train,8
BelugaID_whale201,whale,validation,1
BelugaID_whale202,whale,test,3
BelugaID_whale202,whale,train,2
BelugaID_whale202,whale,validation,1
BelugaID_whale203,whale,test,3
BelugaID_whale203,whale,train,4
BelugaID_whale203,whale,validation,1
BelugaID_whale204,whale,test,2
BelugaID_whale204,whale,train,12
BelugaID_whale204,whale,validation,1
BelugaID_whale205,whale,train,22
BelugaID_whale205,whale,validation,1
BelugaID_whale206,whale,train,13
BelugaID_whale206,whale,validation,3
BelugaID_whale207,whale,train,2
BelugaID_whale208,whale,test,1
BelugaID_whale208,whale,train,12
BelugaID_whale208,whale,validation,2
BelugaID_whale209,whale,train,1
BelugaID_whale209,whale,validation,1
BelugaID_whale210,whale,test,20
BelugaID_whale210,whale,train,4
BelugaID_whale211,whale,train,7
BelugaID_whale211,whale,validation,1
BelugaID_whale212,whale,test,2
BelugaID_whale212,whale,train,9
BelugaID_whale212,whale,validation,3
BelugaID_whale213,whale,test,1
BelugaID_whale213,whale,train,8
BelugaID_whale213,whale,validation,2
BelugaID_whale214,whale,train,13
BelugaID_whale214,whale,validation,2
BelugaID_whale215,whale,test,1
BelugaID_whale215,whale,train,21
BelugaID_whale215,whale,validation,3
BelugaID_whale216,whale,train,4
BelugaID_whale216,whale,validation,3
BelugaID_whale217,whale,test,1
BelugaID_whale217,whale,train,13
BelugaID_whale217,whale,validation,2
BelugaID_whale218,whale,test,2
BelugaID_whale218,whale,train,29
BelugaID_whale218,whale,validation,4
BelugaID_whale219,whale,train,3
BelugaID_whale220,whale,train,9
BelugaID_whale220,whale,validation,2
BelugaID_whale221,whale,train,5
BelugaID_whale221,whale,validation,1
BelugaID_whale222,whale,train,8
BelugaID_whale223,whale,test,1
BelugaID_whale223,whale,train,3
BelugaID_whale224,whale,test,5
BelugaID_whale225,whale,test,1
BelugaID_whale225,whale,train,12
BelugaID_whale225,whale,validation,3
BelugaID_whale226,whale,train,1
BelugaID_whale226,whale,validation,1
BelugaID_whale227,whale,train,2
BelugaID_whale228,whale,train,6
BelugaID_whale228,whale,validation,1
BelugaID_whale229,whale,test,2
BelugaID_whale229,whale,train,29
BelugaID_whale229,whale,validation,2
BelugaID_whale230,whale,test,2
BelugaID_whale230,whale,train,17
BelugaID_whale230,whale,validation,1
BelugaID_whale231,whale,train,3
BelugaID_whale231,whale,validation,1
BelugaID_whale232,whale,train,12
BelugaID_whale232,whale,validation,1
BelugaID_whale233,whale,test,3
BelugaID_whale233,whale,train,26
BelugaID_whale233,whale,validation,5
BelugaID_whale234,whale,train,6
BelugaID_whale234,whale,validation,3
BelugaID_whale235,whale,train,8
BelugaID_whale236,whale,test,2
BelugaID_whale236,whale,train,4
BelugaID_whale237,whale,train,6
BelugaID_whale238,whale,test,1
BelugaID_whale238,whale,train,19
BelugaID_whale238,whale,validation,1
BelugaID_whale239,whale,test,1
BelugaID_whale239,whale,train,4
BelugaID_whale239,whale,validation,2
BelugaID_whale240,whale,train,5
BelugaID_whale240,whale,validation,2
BelugaID_whale241,whale,train,10
BelugaID_whale241,whale,validation,1
BelugaID_whale242,whale,test,2
BelugaID_whale242,whale,train,17
BelugaID_whale242,whale,validation,1
BelugaID_whale243,whale,train,6
BelugaID_whale243,whale,validation,1
BelugaID_whale244,whale,test,9
BelugaID_whale244,whale,train,18
BelugaID_whale244,whale,validation,4
BelugaID_whale245,whale,test,1
BelugaID_whale245,whale,train,6
BelugaID_whale246,whale,test,1
BelugaID_whale246,whale,train,7
BelugaID_whale246,whale,validation,2
BelugaID_whale247,whale,train,2
BelugaID_whale247,whale,validation,1
BelugaID_whale248,whale,test,1
BelugaID_whale248,whale,train,21
BelugaID_whale248,whale,validation,8
BelugaID_whale249,whale,train,4
BelugaID_whale249,whale,validation,1
BelugaID_whale250,whale,train,10
BelugaID_whale250,whale,validation,2
BelugaID_whale251,whale,train,4
BelugaID_whale251,whale,validation,1
BelugaID_whale252,whale,test,1
BelugaID_whale252,whale,train,10
BelugaID_whale253,whale,train,4
BelugaID_whale254,whale,test,30
BelugaID_whale254,whale,train,2
BelugaID_whale255,whale,test,1
BelugaID_whale255,whale,train,18
BelugaID_whale255,whale,validation,1
BelugaID_whale256,whale,train,6
BelugaID_whale256,whale,validation,1
BelugaID_whale257,whale,test,1
BelugaID_whale257,whale,train,21
BelugaID_whale257,whale,validation,2
BelugaID_whale258,whale,train,4
BelugaID_whale259,whale,test,1
BelugaID_whale259,whale,train,21
BelugaID_whale259,whale,validation,7
BelugaID_whale260,whale,test,1
BelugaID_whale260,whale,train,4
BelugaID_whale261,whale,test,1
BelugaID_whale261,whale,train,23
BelugaID_whale261,whale,validation,2
BelugaID_whale262,whale,train,2
BelugaID_whale262,whale,validation,1
BelugaID_whale263,whale,train,2
BelugaID_whale263,whale,validation,1
BelugaID_whale264,whale,train,4
BelugaID_whale264,whale,validation,3
BelugaID_whale265,whale,train,1
BelugaID_whale265,whale,validation,1
BelugaID_whale266,whale,train,2
BelugaID_whale267,whale,train,5
BelugaID_whale268,whale,train,3
BelugaID_whale269,whale,train,5
BelugaID_whale269,whale,validation,3
BelugaID_whale270,whale,train,7
BelugaID_whale270,whale,validation,1
BelugaID_whale271,whale,train,2
BelugaID_whale272,whale,test,1
BelugaID_whale272,whale,train,18
BelugaID_whale272,whale,validation,3
BelugaID_whale273,whale,test,1
BelugaID_whale273,whale,train,22
BelugaID_whale273,whale,validation,5
BelugaID_whale274,whale,train,4
BelugaID_whale275,whale,test,1
BelugaID_whale275,whale,train,13
BelugaID_whale275,whale,validation,2
BelugaID_whale276,whale,test,8
BelugaID_whale276,whale,train,8
BelugaID_whale276,whale,validation,1
BelugaID_whale277,whale,test,2
BelugaID_whale277,whale,train,13
BelugaID_whale277,whale,validation,1
BelugaID_whale278,whale,train,8
BelugaID_whale278,whale,validation,1
BelugaID_whale279,whale,test,3
BelugaID_whale279,whale,train,6
BelugaID_whale279,whale,validation,2
BelugaID_whale280,whale,test,1
BelugaID_whale280,whale,train,14
BelugaID_whale280,whale,validation,1
BelugaID_whale281,whale,test,3
BelugaID_whale281,whale,train,17
BelugaID_whale281,whale,validation,4
BelugaID_whale282,whale,test,3
BelugaID_whale282,whale,train,7
BelugaID_whale282,whale,validation,1
BelugaID_whale283,whale,train,3
BelugaID_whale283,whale,validation,2
BelugaID_whale284,whale,test,3
BelugaID_whale284,whale,train,11
BelugaID_whale284,whale,validation,1
BelugaID_whale285,whale,train,8
BelugaID_whale285,whale,validation,1
BelugaID_whale286,whale,test,2
BelugaID_whale286,whale,train,6
BelugaID_whale286,whale,validation,2
BelugaID_whale287,whale,test,4
BelugaID_whale287,whale,train,11
BelugaID_whale287,whale,validation,4
BelugaID_whale288,whale,test,1
BelugaID_whale288,whale,train,6
BelugaID_whale289,whale,train,6
BelugaID_whale290,whale,test,1
BelugaID_whale290,whale,train,6
BelugaID_whale290,whale,validation,1
BelugaID_whale291,whale,test,2
BelugaID_whale291,whale,train,7
BelugaID_whale291,whale,validation,2
BelugaID_whale292,whale,test,1
BelugaID_whale292,whale,train,1
BelugaID_whale292,whale,validation,1
BelugaID_whale293,whale,test,2
BelugaID_whale293,whale,train,6
BelugaID_whale294,whale,test,2
BelugaID_whale294,whale,train,15
BelugaID_whale294,whale,validation,2
BelugaID_whale295,whale,train,7
BelugaID_whale296,whale,test,1
BelugaID_whale296,whale,train,11
BelugaID_whale297,whale,train,7
BelugaID_whale298,whale,test,6
BelugaID_whale299,whale,test,1
BelugaID_whale299,whale,train,9
BelugaID_whale299,whale,validation,2
BelugaID_whale300,whale,test,2
BelugaID_whale300,whale,train,11
BelugaID_whale300,whale,validation,3
BelugaID_whale301,whale,train,1
BelugaID_whale301,whale,validation,2
BelugaID_whale302,whale,test,2
BelugaID_whale302,whale,train,8
BelugaID_whale302,whale,validation,3
BelugaID_whale303,whale,test,3
BelugaID_whale303,whale,train,9
BelugaID_whale303,whale,validation,2
BelugaID_whale304,whale,train,3
BelugaID_whale305,whale,train,2
BelugaID_whale306,whale,test,5
BelugaID_whale307,whale,test,3
BelugaID_whale307,whale,train,44
BelugaID_whale307,whale,validation,7
BelugaID_whale308,whale,test,1
BelugaID_whale308,whale,train,6
BelugaID_whale308,whale,validation,3
BelugaID_whale309,whale,test,1
BelugaID_whale309,whale,train,11
BelugaID_whale309,whale,validation,2
BelugaID_whale310,whale,train,4
BelugaID_whale311,whale,test,1
BelugaID_whale311,whale,train,6
BelugaID_whale311,whale,validation,1
BelugaID_whale312,whale,test,1
BelugaID_whale312,whale,train,27
BelugaID_whale312,whale,validation,3
BelugaID_whale313,whale,train,12
BelugaID_whale313,whale,validation,1
BelugaID_whale314,whale,train,3
BelugaID_whale314,whale,validation,1
BelugaID_whale315,whale,train,14
BelugaID_whale315,whale,validation,4
BelugaID_whale316,whale,test,2
BelugaID_whale316,whale,train,9
BelugaID_whale316,whale,validation,6
BelugaID_whale317,whale,train,12
BelugaID_whale317,whale,validation,2
BelugaID_whale318,whale,test,8
BelugaID_whale318,whale,train,2
BelugaID_whale319,whale,train,3
BelugaID_whale320,whale,test,4
BelugaID_whale320,whale,train,4
BelugaID_whale321,whale,test,1
BelugaID_whale321,whale,train,16
BelugaID_whale321,whale,validation,7
BelugaID_whale322,whale,test,6
BelugaID_whale322,whale,train,14
BelugaID_whale322,whale,validation,1
BelugaID_whale323,whale,train,6
BelugaID_whale323,whale,validation,1
BelugaID_whale324,whale,train,3
BelugaID_whale324,whale,validation,1
BelugaID_whale325,whale,train,6
